,img1,img2,speed
19411,data/frames/train_thumb19412.jpg,data/frames/train_thumb19413.jpg,2.488319
19412,data/frames/train_thumb19413.jpg,data/frames/train_thumb19414.jpg,2.439968
19413,data/frames/train_thumb19414.jpg,data/frames/train_thumb19415.jpg,2.455987
19414,data/frames/train_thumb19415.jpg,data/frames/train_thumb19416.jpg,2.415766
19415,data/frames/train_thumb19416.jpg,data/frames/train_thumb19417.jpg,2.377539
19416,data/frames/train_thumb19417.jpg,data/frames/train_thumb19418.jpg,2.390782
19417,data/frames/train_thumb19418.jpg,data/frames/train_thumb19419.jpg,2.338915
19418,data/frames/train_thumb19419.jpg,data/frames/train_thumb19420.jpg,2.310376
19419,data/frames/train_thumb19420.jpg,data/frames/train_thumb19421.jpg,2.31208
19420,data/frames/train_thumb19421.jpg,data/frames/train_thumb19422.jpg,2.262972
19421,data/frames/train_thumb19422.jpg,data/frames/train_thumb19423.jpg,2.242516
19422,data/frames/train_thumb19423.jpg,data/frames/train_thumb19424.jpg,2.235382
19423,data/frames/train_thumb19424.jpg,data/frames/train_thumb19425.jpg,2.178395
19424,data/frames/train_thumb19425.jpg,data/frames/train_thumb19426.jpg,2.163302
19425,data/frames/train_thumb19426.jpg,data/frames/train_thumb19427.jpg,2.114719
19426,data/frames/train_thumb19427.jpg,data/frames/train_thumb19428.jpg,2.104978
19427,data/frames/train_thumb19428.jpg,data/frames/train_thumb19429.jpg,2.094597
19428,data/frames/train_thumb19429.jpg,data/frames/train_thumb19430.jpg,2.067415
19429,data/frames/train_thumb19430.jpg,data/frames/train_thumb19431.jpg,2.031068
19430,data/frames/train_thumb19431.jpg,data/frames/train_thumb19432.jpg,1.998709
19431,data/frames/train_thumb19432.jpg,data/frames/train_thumb19433.jpg,2.00498
19432,data/frames/train_thumb19433.jpg,data/frames/train_thumb19434.jpg,1.979639
19433,data/frames/train_thumb19434.jpg,data/frames/train_thumb19435.jpg,1.945971
19434,data/frames/train_thumb19435.jpg,data/frames/train_thumb19436.jpg,1.949619
19435,data/frames/train_thumb19436.jpg,data/frames/train_thumb19437.jpg,1.933546
19436,data/frames/train_thumb19437.jpg,data/frames/train_thumb19438.jpg,1.888676
19437,data/frames/train_thumb19438.jpg,data/frames/train_thumb19439.jpg,1.904654
19438,data/frames/train_thumb19439.jpg,data/frames/train_thumb19440.jpg,1.85323
19439,data/frames/train_thumb19440.jpg,data/frames/train_thumb19441.jpg,1.843987
19440,data/frames/train_thumb19441.jpg,data/frames/train_thumb19442.jpg,1.84335
19441,data/frames/train_thumb19442.jpg,data/frames/train_thumb19443.jpg,1.8352
19442,data/frames/train_thumb19443.jpg,data/frames/train_thumb19444.jpg,1.81468
19443,data/frames/train_thumb19444.jpg,data/frames/train_thumb19445.jpg,1.793034
19444,data/frames/train_thumb19445.jpg,data/frames/train_thumb19446.jpg,1.773749
19445,data/frames/train_thumb19446.jpg,data/frames/train_thumb19447.jpg,1.766403
19446,data/frames/train_thumb19447.jpg,data/frames/train_thumb19448.jpg,1.765092
19447,data/frames/train_thumb19448.jpg,data/frames/train_thumb19449.jpg,1.764957
19448,data/frames/train_thumb19449.jpg,data/frames/train_thumb19450.jpg,1.766084
19449,data/frames/train_thumb19450.jpg,data/frames/train_thumb19451.jpg,1.771059
19450,data/frames/train_thumb19451.jpg,data/frames/train_thumb19452.jpg,1.779742
19451,data/frames/train_thumb19452.jpg,data/frames/train_thumb19453.jpg,1.815446
19452,data/frames/train_thumb19453.jpg,data/frames/train_thumb19454.jpg,1.821555
19453,data/frames/train_thumb19454.jpg,data/frames/train_thumb19455.jpg,1.845911
19454,data/frames/train_thumb19455.jpg,data/frames/train_thumb19456.jpg,1.906406
19455,data/frames/train_thumb19456.jpg,data/frames/train_thumb19457.jpg,1.905433
19456,data/frames/train_thumb19457.jpg,data/frames/train_thumb19458.jpg,1.95158
19457,data/frames/train_thumb19458.jpg,data/frames/train_thumb19459.jpg,2.086631
19458,data/frames/train_thumb19459.jpg,data/frames/train_thumb19460.jpg,2.051003
19459,data/frames/train_thumb19460.jpg,data/frames/train_thumb19461.jpg,2.138693
19460,data/frames/train_thumb19461.jpg,data/frames/train_thumb19462.jpg,2.229478
19461,data/frames/train_thumb19462.jpg,data/frames/train_thumb19463.jpg,2.194249
19462,data/frames/train_thumb19463.jpg,data/frames/train_thumb19464.jpg,2.355897
19463,data/frames/train_thumb19464.jpg,data/frames/train_thumb19465.jpg,2.482573
19464,data/frames/train_thumb19465.jpg,data/frames/train_thumb19466.jpg,2.662772
19465,data/frames/train_thumb19466.jpg,data/frames/train_thumb19467.jpg,2.638459
19466,data/frames/train_thumb19467.jpg,data/frames/train_thumb19468.jpg,2.763837
19467,data/frames/train_thumb19468.jpg,data/frames/train_thumb19469.jpg,2.897288
19468,data/frames/train_thumb19469.jpg,data/frames/train_thumb19470.jpg,2.872265
19469,data/frames/train_thumb19470.jpg,data/frames/train_thumb19471.jpg,2.977411
19470,data/frames/train_thumb19471.jpg,data/frames/train_thumb19472.jpg,3.11317
19471,data/frames/train_thumb19472.jpg,data/frames/train_thumb19473.jpg,3.144862
19472,data/frames/train_thumb19473.jpg,data/frames/train_thumb19474.jpg,3.297774
19473,data/frames/train_thumb19474.jpg,data/frames/train_thumb19475.jpg,3.328744
19474,data/frames/train_thumb19475.jpg,data/frames/train_thumb19476.jpg,3.363682
19475,data/frames/train_thumb19476.jpg,data/frames/train_thumb19477.jpg,3.500061
19476,data/frames/train_thumb19477.jpg,data/frames/train_thumb19478.jpg,3.516855
19477,data/frames/train_thumb19478.jpg,data/frames/train_thumb19479.jpg,3.566336
19478,data/frames/train_thumb19479.jpg,data/frames/train_thumb19480.jpg,3.616532
19479,data/frames/train_thumb19480.jpg,data/frames/train_thumb19481.jpg,3.623587
19480,data/frames/train_thumb19481.jpg,data/frames/train_thumb19482.jpg,3.64336
19481,data/frames/train_thumb19482.jpg,data/frames/train_thumb19483.jpg,3.6458
19482,data/frames/train_thumb19483.jpg,data/frames/train_thumb19484.jpg,3.656291
19483,data/frames/train_thumb19484.jpg,data/frames/train_thumb19485.jpg,3.615778
19484,data/frames/train_thumb19485.jpg,data/frames/train_thumb19486.jpg,3.640874
19485,data/frames/train_thumb19486.jpg,data/frames/train_thumb19487.jpg,3.702332
19486,data/frames/train_thumb19487.jpg,data/frames/train_thumb19488.jpg,3.692989
19487,data/frames/train_thumb19488.jpg,data/frames/train_thumb19489.jpg,3.711395
19488,data/frames/train_thumb19489.jpg,data/frames/train_thumb19490.jpg,3.614311
19489,data/frames/train_thumb19490.jpg,data/frames/train_thumb19491.jpg,3.65976
19490,data/frames/train_thumb19491.jpg,data/frames/train_thumb19492.jpg,3.534927
19491,data/frames/train_thumb19492.jpg,data/frames/train_thumb19493.jpg,3.559901
19492,data/frames/train_thumb19493.jpg,data/frames/train_thumb19494.jpg,3.554704
19493,data/frames/train_thumb19494.jpg,data/frames/train_thumb19495.jpg,3.51797
19494,data/frames/train_thumb19495.jpg,data/frames/train_thumb19496.jpg,3.460612
19495,data/frames/train_thumb19496.jpg,data/frames/train_thumb19497.jpg,3.452511
19496,data/frames/train_thumb19497.jpg,data/frames/train_thumb19498.jpg,3.380799
19497,data/frames/train_thumb19498.jpg,data/frames/train_thumb19499.jpg,3.363871
19498,data/frames/train_thumb19499.jpg,data/frames/train_thumb19500.jpg,3.350145
19499,data/frames/train_thumb19500.jpg,data/frames/train_thumb19501.jpg,3.258082
19500,data/frames/train_thumb19501.jpg,data/frames/train_thumb19502.jpg,3.223538
19501,data/frames/train_thumb19502.jpg,data/frames/train_thumb19503.jpg,3.187127
19502,data/frames/train_thumb19503.jpg,data/frames/train_thumb19504.jpg,3.209367
19503,data/frames/train_thumb19504.jpg,data/frames/train_thumb19505.jpg,3.21886
19504,data/frames/train_thumb19505.jpg,data/frames/train_thumb19506.jpg,3.214792
19505,data/frames/train_thumb19506.jpg,data/frames/train_thumb19507.jpg,3.12084
19506,data/frames/train_thumb19507.jpg,data/frames/train_thumb19508.jpg,3.039232
19507,data/frames/train_thumb19508.jpg,data/frames/train_thumb19509.jpg,3.032141
19508,data/frames/train_thumb19509.jpg,data/frames/train_thumb19510.jpg,3.032148
19509,data/frames/train_thumb19510.jpg,data/frames/train_thumb19511.jpg,2.943455
19510,data/frames/train_thumb19511.jpg,data/frames/train_thumb19512.jpg,2.973206
19511,data/frames/train_thumb19512.jpg,data/frames/train_thumb19513.jpg,2.893396
19512,data/frames/train_thumb19513.jpg,data/frames/train_thumb19514.jpg,2.866229
19513,data/frames/train_thumb19514.jpg,data/frames/train_thumb19515.jpg,2.872433
19514,data/frames/train_thumb19515.jpg,data/frames/train_thumb19516.jpg,2.809549
19515,data/frames/train_thumb19516.jpg,data/frames/train_thumb19517.jpg,2.77043
19516,data/frames/train_thumb19517.jpg,data/frames/train_thumb19518.jpg,2.774703
19517,data/frames/train_thumb19518.jpg,data/frames/train_thumb19519.jpg,2.771086
19518,data/frames/train_thumb19519.jpg,data/frames/train_thumb19520.jpg,2.819662
19519,data/frames/train_thumb19520.jpg,data/frames/train_thumb19521.jpg,2.801551
19520,data/frames/train_thumb19521.jpg,data/frames/train_thumb19522.jpg,2.733
19521,data/frames/train_thumb19522.jpg,data/frames/train_thumb19523.jpg,2.570177
19522,data/frames/train_thumb19523.jpg,data/frames/train_thumb19524.jpg,2.533965
19523,data/frames/train_thumb19524.jpg,data/frames/train_thumb19525.jpg,2.535546
19524,data/frames/train_thumb19525.jpg,data/frames/train_thumb19526.jpg,2.543941
19525,data/frames/train_thumb19526.jpg,data/frames/train_thumb19527.jpg,2.492636
19526,data/frames/train_thumb19527.jpg,data/frames/train_thumb19528.jpg,2.465975
19527,data/frames/train_thumb19528.jpg,data/frames/train_thumb19529.jpg,2.420655
19528,data/frames/train_thumb19529.jpg,data/frames/train_thumb19530.jpg,2.419327
19529,data/frames/train_thumb19530.jpg,data/frames/train_thumb19531.jpg,2.403813
19530,data/frames/train_thumb19531.jpg,data/frames/train_thumb19532.jpg,2.348426
