,img1,img2,speed
16036,data/frames/train_thumb16037.jpg,data/frames/train_thumb16038.jpg,2.118105
1520,data/frames/train_thumb01521.jpg,data/frames/train_thumb01522.jpg,16.301598
1270,data/frames/train_thumb01271.jpg,data/frames/train_thumb01272.jpg,15.094839
17330,data/frames/train_thumb17331.jpg,data/frames/train_thumb17332.jpg,11.974359
15903,data/frames/train_thumb15904.jpg,data/frames/train_thumb15905.jpg,1.930045
8220,data/frames/train_thumb08221.jpg,data/frames/train_thumb08222.jpg,25.91315
11120,data/frames/train_thumb11121.jpg,data/frames/train_thumb11122.jpg,3.465916
8163,data/frames/train_thumb08164.jpg,data/frames/train_thumb08165.jpg,25.984833
2647,data/frames/train_thumb02648.jpg,data/frames/train_thumb02649.jpg,25.184078
2429,data/frames/train_thumb02430.jpg,data/frames/train_thumb02431.jpg,24.336083
14108,data/frames/train_thumb14109.jpg,data/frames/train_thumb14110.jpg,2.738112
9469,data/frames/train_thumb09470.jpg,data/frames/train_thumb09471.jpg,5.513601
12016,data/frames/train_thumb12017.jpg,data/frames/train_thumb12018.jpg,5.988909
11944,data/frames/train_thumb11945.jpg,data/frames/train_thumb11946.jpg,7.425346
8118,data/frames/train_thumb08119.jpg,data/frames/train_thumb08120.jpg,25.190684
11934,data/frames/train_thumb11935.jpg,data/frames/train_thumb11936.jpg,7.669993
4422,data/frames/train_thumb04423.jpg,data/frames/train_thumb04424.jpg,21.816518
7779,data/frames/train_thumb07780.jpg,data/frames/train_thumb07781.jpg,24.554941
4843,data/frames/train_thumb04844.jpg,data/frames/train_thumb04845.jpg,22.494062
12521,data/frames/train_thumb12522.jpg,data/frames/train_thumb12523.jpg,9.690851
17212,data/frames/train_thumb17213.jpg,data/frames/train_thumb17214.jpg,4.516585
15611,data/frames/train_thumb15612.jpg,data/frames/train_thumb15613.jpg,0.510241
11332,data/frames/train_thumb11333.jpg,data/frames/train_thumb11334.jpg,5.118607
14540,data/frames/train_thumb14541.jpg,data/frames/train_thumb14542.jpg,0.0
2793,data/frames/train_thumb02794.jpg,data/frames/train_thumb02795.jpg,25.76199
17012,data/frames/train_thumb17013.jpg,data/frames/train_thumb17014.jpg,2.150884
15355,data/frames/train_thumb15356.jpg,data/frames/train_thumb15357.jpg,10.028481
14261,data/frames/train_thumb14262.jpg,data/frames/train_thumb14263.jpg,3.411336
17134,data/frames/train_thumb17135.jpg,data/frames/train_thumb17136.jpg,1.225301
11389,data/frames/train_thumb11390.jpg,data/frames/train_thumb11391.jpg,2.80498
10350,data/frames/train_thumb10351.jpg,data/frames/train_thumb10352.jpg,5.926301
14527,data/frames/train_thumb14528.jpg,data/frames/train_thumb14529.jpg,0.0
6940,data/frames/train_thumb06941.jpg,data/frames/train_thumb06942.jpg,14.114313
6377,data/frames/train_thumb06378.jpg,data/frames/train_thumb06379.jpg,13.86022
12672,data/frames/train_thumb12673.jpg,data/frames/train_thumb12674.jpg,10.613519
14344,data/frames/train_thumb14345.jpg,data/frames/train_thumb14346.jpg,5.05158
4891,data/frames/train_thumb04892.jpg,data/frames/train_thumb04893.jpg,22.500498
17554,data/frames/train_thumb17555.jpg,data/frames/train_thumb17556.jpg,14.547289
18970,data/frames/train_thumb18971.jpg,data/frames/train_thumb18972.jpg,5.392378
7847,data/frames/train_thumb07848.jpg,data/frames/train_thumb07849.jpg,24.386483
11333,data/frames/train_thumb11334.jpg,data/frames/train_thumb11335.jpg,5.080353
7633,data/frames/train_thumb07634.jpg,data/frames/train_thumb07635.jpg,24.171177
3564,data/frames/train_thumb03565.jpg,data/frames/train_thumb03566.jpg,22.043445
16876,data/frames/train_thumb16877.jpg,data/frames/train_thumb16878.jpg,2.370378
13161,data/frames/train_thumb13162.jpg,data/frames/train_thumb13163.jpg,7.029631
8583,data/frames/train_thumb08584.jpg,data/frames/train_thumb08585.jpg,13.244626
15965,data/frames/train_thumb15966.jpg,data/frames/train_thumb15967.jpg,0.0
287,data/frames/train_thumb00288.jpg,data/frames/train_thumb00289.jpg,20.160613
14179,data/frames/train_thumb14180.jpg,data/frames/train_thumb14181.jpg,4.715715
13382,data/frames/train_thumb13383.jpg,data/frames/train_thumb13384.jpg,1.620639
1783,data/frames/train_thumb01784.jpg,data/frames/train_thumb01785.jpg,19.306446
2427,data/frames/train_thumb02428.jpg,data/frames/train_thumb02429.jpg,24.3205
10239,data/frames/train_thumb10240.jpg,data/frames/train_thumb10241.jpg,7.84912
4201,data/frames/train_thumb04202.jpg,data/frames/train_thumb04203.jpg,21.984116
7059,data/frames/train_thumb07060.jpg,data/frames/train_thumb07061.jpg,18.019633
18328,data/frames/train_thumb18329.jpg,data/frames/train_thumb18330.jpg,11.642445
13478,data/frames/train_thumb13479.jpg,data/frames/train_thumb13480.jpg,0.0
12174,data/frames/train_thumb12175.jpg,data/frames/train_thumb12176.jpg,8.105389
9401,data/frames/train_thumb09402.jpg,data/frames/train_thumb09403.jpg,0.681981
14098,data/frames/train_thumb14099.jpg,data/frames/train_thumb14100.jpg,2.811233
6480,data/frames/train_thumb06481.jpg,data/frames/train_thumb06482.jpg,14.158641
12898,data/frames/train_thumb12899.jpg,data/frames/train_thumb12900.jpg,3.430777
3351,data/frames/train_thumb03352.jpg,data/frames/train_thumb03353.jpg,22.298093
4155,data/frames/train_thumb04156.jpg,data/frames/train_thumb04157.jpg,21.573039
18230,data/frames/train_thumb18231.jpg,data/frames/train_thumb18232.jpg,6.580803
11645,data/frames/train_thumb11646.jpg,data/frames/train_thumb11647.jpg,7.462519
15758,data/frames/train_thumb15759.jpg,data/frames/train_thumb15760.jpg,0.948791
17259,data/frames/train_thumb17260.jpg,data/frames/train_thumb17261.jpg,7.762011
17384,data/frames/train_thumb17385.jpg,data/frames/train_thumb17386.jpg,14.853575
3622,data/frames/train_thumb03623.jpg,data/frames/train_thumb03624.jpg,21.715792
3192,data/frames/train_thumb03193.jpg,data/frames/train_thumb03194.jpg,21.720144
18479,data/frames/train_thumb18480.jpg,data/frames/train_thumb18481.jpg,7.562588
4316,data/frames/train_thumb04317.jpg,data/frames/train_thumb04318.jpg,22.038546
15192,data/frames/train_thumb15193.jpg,data/frames/train_thumb15194.jpg,12.411816
10534,data/frames/train_thumb10535.jpg,data/frames/train_thumb10536.jpg,6.141131
16692,data/frames/train_thumb16693.jpg,data/frames/train_thumb16694.jpg,2.504009
7611,data/frames/train_thumb07612.jpg,data/frames/train_thumb07613.jpg,24.695389
17151,data/frames/train_thumb17152.jpg,data/frames/train_thumb17153.jpg,1.159079
16059,data/frames/train_thumb16060.jpg,data/frames/train_thumb16061.jpg,2.098626
779,data/frames/train_thumb00780.jpg,data/frames/train_thumb00781.jpg,22.119714
4239,data/frames/train_thumb04240.jpg,data/frames/train_thumb04241.jpg,22.081676
16503,data/frames/train_thumb16504.jpg,data/frames/train_thumb16505.jpg,1.765975
13655,data/frames/train_thumb13656.jpg,data/frames/train_thumb13657.jpg,5.285629
7239,data/frames/train_thumb07240.jpg,data/frames/train_thumb07241.jpg,21.338511
10430,data/frames/train_thumb10431.jpg,data/frames/train_thumb10432.jpg,8.234026
17029,data/frames/train_thumb17030.jpg,data/frames/train_thumb17031.jpg,1.695851
5440,data/frames/train_thumb05441.jpg,data/frames/train_thumb05442.jpg,24.247698
5650,data/frames/train_thumb05651.jpg,data/frames/train_thumb05652.jpg,24.337051
14926,data/frames/train_thumb14927.jpg,data/frames/train_thumb14928.jpg,14.183627
10566,data/frames/train_thumb10567.jpg,data/frames/train_thumb10568.jpg,4.253158
10555,data/frames/train_thumb10556.jpg,data/frames/train_thumb10557.jpg,4.936435
12999,data/frames/train_thumb13000.jpg,data/frames/train_thumb13001.jpg,6.335297
10903,data/frames/train_thumb10904.jpg,data/frames/train_thumb10905.jpg,3.844487
17337,data/frames/train_thumb17338.jpg,data/frames/train_thumb17339.jpg,12.372987
4577,data/frames/train_thumb04578.jpg,data/frames/train_thumb04579.jpg,21.871095
1970,data/frames/train_thumb01971.jpg,data/frames/train_thumb01972.jpg,24.025899
11469,data/frames/train_thumb11470.jpg,data/frames/train_thumb11471.jpg,2.79144
15622,data/frames/train_thumb15623.jpg,data/frames/train_thumb15624.jpg,0.476216
3648,data/frames/train_thumb03649.jpg,data/frames/train_thumb03650.jpg,21.824664
7078,data/frames/train_thumb07079.jpg,data/frames/train_thumb07080.jpg,18.417985
3813,data/frames/train_thumb03814.jpg,data/frames/train_thumb03815.jpg,21.504548
13436,data/frames/train_thumb13437.jpg,data/frames/train_thumb13438.jpg,0.438462
9695,data/frames/train_thumb09696.jpg,data/frames/train_thumb09697.jpg,8.665818
16175,data/frames/train_thumb16176.jpg,data/frames/train_thumb16177.jpg,7.49053
12217,data/frames/train_thumb12218.jpg,data/frames/train_thumb12219.jpg,5.366376
18131,data/frames/train_thumb18132.jpg,data/frames/train_thumb18133.jpg,2.228026
2940,data/frames/train_thumb02941.jpg,data/frames/train_thumb02942.jpg,23.062824
12669,data/frames/train_thumb12670.jpg,data/frames/train_thumb12671.jpg,10.630504
16715,data/frames/train_thumb16716.jpg,data/frames/train_thumb16717.jpg,2.136044
7085,data/frames/train_thumb07086.jpg,data/frames/train_thumb07087.jpg,18.522704
10648,data/frames/train_thumb10649.jpg,data/frames/train_thumb10650.jpg,0.56018
12004,data/frames/train_thumb12005.jpg,data/frames/train_thumb12006.jpg,6.180256
17847,data/frames/train_thumb17848.jpg,data/frames/train_thumb17849.jpg,1.652548
2320,data/frames/train_thumb02321.jpg,data/frames/train_thumb02322.jpg,24.476496
1635,data/frames/train_thumb01636.jpg,data/frames/train_thumb01637.jpg,17.900915
9453,data/frames/train_thumb09454.jpg,data/frames/train_thumb09455.jpg,4.711804
18722,data/frames/train_thumb18723.jpg,data/frames/train_thumb18724.jpg,0.0
11899,data/frames/train_thumb11900.jpg,data/frames/train_thumb11901.jpg,7.058816
17392,data/frames/train_thumb17393.jpg,data/frames/train_thumb17394.jpg,14.701098
7359,data/frames/train_thumb07360.jpg,data/frames/train_thumb07361.jpg,18.525781
4023,data/frames/train_thumb04024.jpg,data/frames/train_thumb04025.jpg,21.654233
4498,data/frames/train_thumb04499.jpg,data/frames/train_thumb04500.jpg,21.940543
2846,data/frames/train_thumb02847.jpg,data/frames/train_thumb02848.jpg,25.437534
10109,data/frames/train_thumb10110.jpg,data/frames/train_thumb10111.jpg,4.324001
16911,data/frames/train_thumb16912.jpg,data/frames/train_thumb16913.jpg,1.95499
12184,data/frames/train_thumb12185.jpg,data/frames/train_thumb12186.jpg,7.644467
2584,data/frames/train_thumb02585.jpg,data/frames/train_thumb02586.jpg,25.282594
4765,data/frames/train_thumb04766.jpg,data/frames/train_thumb04767.jpg,22.148388
10064,data/frames/train_thumb10065.jpg,data/frames/train_thumb10066.jpg,7.269602
11824,data/frames/train_thumb11825.jpg,data/frames/train_thumb11826.jpg,8.408101
2411,data/frames/train_thumb02412.jpg,data/frames/train_thumb02413.jpg,24.218245
5244,data/frames/train_thumb05245.jpg,data/frames/train_thumb05246.jpg,23.050584
14375,data/frames/train_thumb14376.jpg,data/frames/train_thumb14377.jpg,5.698524
7717,data/frames/train_thumb07718.jpg,data/frames/train_thumb07719.jpg,24.500435
13701,data/frames/train_thumb13702.jpg,data/frames/train_thumb13703.jpg,8.220595
12991,data/frames/train_thumb12992.jpg,data/frames/train_thumb12993.jpg,6.103615
3607,data/frames/train_thumb03608.jpg,data/frames/train_thumb03609.jpg,21.686784
3280,data/frames/train_thumb03281.jpg,data/frames/train_thumb03282.jpg,21.710324
12361,data/frames/train_thumb12362.jpg,data/frames/train_thumb12363.jpg,8.404978
14650,data/frames/train_thumb14651.jpg,data/frames/train_thumb14652.jpg,0.0
10381,data/frames/train_thumb10382.jpg,data/frames/train_thumb10383.jpg,5.545908
5350,data/frames/train_thumb05351.jpg,data/frames/train_thumb05352.jpg,24.299322
16157,data/frames/train_thumb16158.jpg,data/frames/train_thumb16159.jpg,4.164614
14696,data/frames/train_thumb14697.jpg,data/frames/train_thumb14698.jpg,0.755625
10285,data/frames/train_thumb10286.jpg,data/frames/train_thumb10287.jpg,7.691004
10264,data/frames/train_thumb10265.jpg,data/frames/train_thumb10266.jpg,7.927418
14763,data/frames/train_thumb14764.jpg,data/frames/train_thumb14765.jpg,4.276809
3255,data/frames/train_thumb03256.jpg,data/frames/train_thumb03257.jpg,21.535313
11146,data/frames/train_thumb11147.jpg,data/frames/train_thumb11148.jpg,6.684952
8562,data/frames/train_thumb08563.jpg,data/frames/train_thumb08564.jpg,13.334193
905,data/frames/train_thumb00906.jpg,data/frames/train_thumb00907.jpg,19.78414
6494,data/frames/train_thumb06495.jpg,data/frames/train_thumb06496.jpg,14.369783
17670,data/frames/train_thumb17671.jpg,data/frames/train_thumb17672.jpg,13.218513
7515,data/frames/train_thumb07516.jpg,data/frames/train_thumb07517.jpg,23.198021
6077,data/frames/train_thumb06078.jpg,data/frames/train_thumb06079.jpg,11.432633
14935,data/frames/train_thumb14936.jpg,data/frames/train_thumb14937.jpg,14.277684
4449,data/frames/train_thumb04450.jpg,data/frames/train_thumb04451.jpg,21.78631
15491,data/frames/train_thumb15492.jpg,data/frames/train_thumb15493.jpg,1.113808
14825,data/frames/train_thumb14826.jpg,data/frames/train_thumb14827.jpg,7.976186
8399,data/frames/train_thumb08400.jpg,data/frames/train_thumb08401.jpg,22.649504
16537,data/frames/train_thumb16538.jpg,data/frames/train_thumb16539.jpg,3.917906
11494,data/frames/train_thumb11495.jpg,data/frames/train_thumb11496.jpg,4.972221
9724,data/frames/train_thumb09725.jpg,data/frames/train_thumb09726.jpg,7.551963
551,data/frames/train_thumb00552.jpg,data/frames/train_thumb00553.jpg,17.015042
19146,data/frames/train_thumb19147.jpg,data/frames/train_thumb19148.jpg,10.040663
15597,data/frames/train_thumb15598.jpg,data/frames/train_thumb15599.jpg,0.733563
8745,data/frames/train_thumb08746.jpg,data/frames/train_thumb08747.jpg,12.334157
12324,data/frames/train_thumb12325.jpg,data/frames/train_thumb12326.jpg,7.381592
8464,data/frames/train_thumb08465.jpg,data/frames/train_thumb08466.jpg,18.881007
13112,data/frames/train_thumb13113.jpg,data/frames/train_thumb13114.jpg,4.803843
14204,data/frames/train_thumb14205.jpg,data/frames/train_thumb14206.jpg,4.04482
13795,data/frames/train_thumb13796.jpg,data/frames/train_thumb13797.jpg,10.643858
18460,data/frames/train_thumb18461.jpg,data/frames/train_thumb18462.jpg,9.282693
5536,data/frames/train_thumb05537.jpg,data/frames/train_thumb05538.jpg,22.112484
1995,data/frames/train_thumb01996.jpg,data/frames/train_thumb01997.jpg,23.49255
6911,data/frames/train_thumb06912.jpg,data/frames/train_thumb06913.jpg,12.777421
15299,data/frames/train_thumb15300.jpg,data/frames/train_thumb15301.jpg,11.964179
15124,data/frames/train_thumb15125.jpg,data/frames/train_thumb15126.jpg,12.115319
15479,data/frames/train_thumb15480.jpg,data/frames/train_thumb15481.jpg,1.194767
13371,data/frames/train_thumb13372.jpg,data/frames/train_thumb13373.jpg,1.719789
18304,data/frames/train_thumb18305.jpg,data/frames/train_thumb18306.jpg,12.077888
5210,data/frames/train_thumb05211.jpg,data/frames/train_thumb05212.jpg,22.874023
6849,data/frames/train_thumb06850.jpg,data/frames/train_thumb06851.jpg,11.875705
4773,data/frames/train_thumb04774.jpg,data/frames/train_thumb04775.jpg,22.270223
14390,data/frames/train_thumb14391.jpg,data/frames/train_thumb14392.jpg,4.982791
8300,data/frames/train_thumb08301.jpg,data/frames/train_thumb08302.jpg,25.064015
8477,data/frames/train_thumb08478.jpg,data/frames/train_thumb08479.jpg,18.009201
7039,data/frames/train_thumb07040.jpg,data/frames/train_thumb07041.jpg,17.573021
4512,data/frames/train_thumb04513.jpg,data/frames/train_thumb04514.jpg,22.020551
13470,data/frames/train_thumb13471.jpg,data/frames/train_thumb13472.jpg,0.0
5109,data/frames/train_thumb05110.jpg,data/frames/train_thumb05111.jpg,22.42566
6647,data/frames/train_thumb06648.jpg,data/frames/train_thumb06649.jpg,18.698455
14440,data/frames/train_thumb14441.jpg,data/frames/train_thumb14442.jpg,2.263006
983,data/frames/train_thumb00984.jpg,data/frames/train_thumb00985.jpg,19.255579
8789,data/frames/train_thumb08790.jpg,data/frames/train_thumb08791.jpg,11.47295
5511,data/frames/train_thumb05512.jpg,data/frames/train_thumb05513.jpg,22.416668
14874,data/frames/train_thumb14875.jpg,data/frames/train_thumb14876.jpg,13.734244
17912,data/frames/train_thumb17913.jpg,data/frames/train_thumb17914.jpg,1.730485
3504,data/frames/train_thumb03505.jpg,data/frames/train_thumb03506.jpg,22.441662
3554,data/frames/train_thumb03555.jpg,data/frames/train_thumb03556.jpg,22.133892
10098,data/frames/train_thumb10099.jpg,data/frames/train_thumb10100.jpg,4.794203
4041,data/frames/train_thumb04042.jpg,data/frames/train_thumb04043.jpg,21.577559
9318,data/frames/train_thumb09319.jpg,data/frames/train_thumb09320.jpg,1.714143
18444,data/frames/train_thumb18445.jpg,data/frames/train_thumb18446.jpg,10.16633
13586,data/frames/train_thumb13587.jpg,data/frames/train_thumb13588.jpg,0.808349
16583,data/frames/train_thumb16584.jpg,data/frames/train_thumb16585.jpg,2.830298
13654,data/frames/train_thumb13655.jpg,data/frames/train_thumb13656.jpg,5.316299
18097,data/frames/train_thumb18098.jpg,data/frames/train_thumb18099.jpg,2.344314
3275,data/frames/train_thumb03276.jpg,data/frames/train_thumb03277.jpg,21.681432
9174,data/frames/train_thumb09175.jpg,data/frames/train_thumb09176.jpg,11.767011
15288,data/frames/train_thumb15289.jpg,data/frames/train_thumb15290.jpg,12.173684
8648,data/frames/train_thumb08649.jpg,data/frames/train_thumb08650.jpg,11.325873
16671,data/frames/train_thumb16672.jpg,data/frames/train_thumb16673.jpg,1.612832
4383,data/frames/train_thumb04384.jpg,data/frames/train_thumb04385.jpg,21.882063
4071,data/frames/train_thumb04072.jpg,data/frames/train_thumb04073.jpg,21.362277
2894,data/frames/train_thumb02895.jpg,data/frames/train_thumb02896.jpg,24.928953
13179,data/frames/train_thumb13180.jpg,data/frames/train_thumb13181.jpg,6.862891
4809,data/frames/train_thumb04810.jpg,data/frames/train_thumb04811.jpg,22.547768
16791,data/frames/train_thumb16792.jpg,data/frames/train_thumb16793.jpg,1.578091
6968,data/frames/train_thumb06969.jpg,data/frames/train_thumb06970.jpg,15.32089
4308,data/frames/train_thumb04309.jpg,data/frames/train_thumb04310.jpg,22.092265
6659,data/frames/train_thumb06660.jpg,data/frames/train_thumb06661.jpg,18.877139
17822,data/frames/train_thumb17823.jpg,data/frames/train_thumb17824.jpg,3.420508
9782,data/frames/train_thumb09783.jpg,data/frames/train_thumb09784.jpg,7.288751
7509,data/frames/train_thumb07510.jpg,data/frames/train_thumb07511.jpg,22.999638
7306,data/frames/train_thumb07307.jpg,data/frames/train_thumb07308.jpg,19.522573
4777,data/frames/train_thumb04778.jpg,data/frames/train_thumb04779.jpg,22.335633
5174,data/frames/train_thumb05175.jpg,data/frames/train_thumb05176.jpg,22.719013
17039,data/frames/train_thumb17040.jpg,data/frames/train_thumb17041.jpg,1.378288
9125,data/frames/train_thumb09126.jpg,data/frames/train_thumb09127.jpg,9.160431
16217,data/frames/train_thumb16218.jpg,data/frames/train_thumb16219.jpg,12.864591
7464,data/frames/train_thumb07465.jpg,data/frames/train_thumb07466.jpg,20.748147
6642,data/frames/train_thumb06643.jpg,data/frames/train_thumb06644.jpg,18.552781
6605,data/frames/train_thumb06606.jpg,data/frames/train_thumb06607.jpg,17.517117
17248,data/frames/train_thumb17249.jpg,data/frames/train_thumb17250.jpg,7.896924
8967,data/frames/train_thumb08968.jpg,data/frames/train_thumb08969.jpg,9.419446
16646,data/frames/train_thumb16647.jpg,data/frames/train_thumb16648.jpg,0.980169
9276,data/frames/train_thumb09277.jpg,data/frames/train_thumb09278.jpg,5.927835
13521,data/frames/train_thumb13522.jpg,data/frames/train_thumb13523.jpg,0.0
10822,data/frames/train_thumb10823.jpg,data/frames/train_thumb10824.jpg,6.525744
6033,data/frames/train_thumb06034.jpg,data/frames/train_thumb06035.jpg,12.079023
3694,data/frames/train_thumb03695.jpg,data/frames/train_thumb03696.jpg,22.174011
5200,data/frames/train_thumb05201.jpg,data/frames/train_thumb05202.jpg,22.866043
16473,data/frames/train_thumb16474.jpg,data/frames/train_thumb16475.jpg,2.07086
10693,data/frames/train_thumb10694.jpg,data/frames/train_thumb10695.jpg,2.038823
14360,data/frames/train_thumb14361.jpg,data/frames/train_thumb14362.jpg,5.577164
16753,data/frames/train_thumb16754.jpg,data/frames/train_thumb16755.jpg,1.734097
5496,data/frames/train_thumb05497.jpg,data/frames/train_thumb05498.jpg,22.785881
9505,data/frames/train_thumb09506.jpg,data/frames/train_thumb09507.jpg,7.72296
2989,data/frames/train_thumb02990.jpg,data/frames/train_thumb02991.jpg,21.789192
18080,data/frames/train_thumb18081.jpg,data/frames/train_thumb18082.jpg,2.282532
10249,data/frames/train_thumb10250.jpg,data/frames/train_thumb10251.jpg,8.08282
14078,data/frames/train_thumb14079.jpg,data/frames/train_thumb14080.jpg,3.511641
3144,data/frames/train_thumb03145.jpg,data/frames/train_thumb03146.jpg,22.001541
5519,data/frames/train_thumb05520.jpg,data/frames/train_thumb05521.jpg,22.177072
7936,data/frames/train_thumb07937.jpg,data/frames/train_thumb07938.jpg,23.368977
14970,data/frames/train_thumb14971.jpg,data/frames/train_thumb14972.jpg,13.989249
4500,data/frames/train_thumb04501.jpg,data/frames/train_thumb04502.jpg,21.928452
8108,data/frames/train_thumb08109.jpg,data/frames/train_thumb08110.jpg,24.882126
